Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
19.0,M,,75000.0,A,,Low,13.0,Science,Public,Medium,Medium,Yes,High,Medium,Medium,Neutral,High,40.0,Yes,7.0,Healthy,,6.0,No,Negative,No,Yes,Visual,Yes,Yes,,4.0,High,A
22.0,M,College,60000.0,A,89.0,Medium,,Science,Private,Low,Medium,Yes,Low,Medium,,Negative,High,80.0,No,8.0,Healthy,,5.0,No,Neutral,Yes,No,Visual,No,No,Low,5.0,,C
22.0,F,Graduate,50000.0,A,99.0,Low,16.0,Law,,Low,Low,No,High,High,Medium,Negative,Low,85.0,No,9.0,Balanced,Low,5.0,No,Negative,No,,,No,,High,3.0,High,
21.0,M,College,40000.0,C,,Low,20.0,Medicine,Public,Medium,High,Yes,Low,Low,Low,Negative,High,22.0,No,8.0,Healthy,High,5.0,Yes,Neutral,No,No,Kinesthetic,,No,Low,5.0,Medium,B
19.0,F,Some College,40000.0,A,84.0,Low,16.0,Law,Public,Medium,Low,No,Low,Low,High,Neutral,Low,68.0,No,8.0,Unhealthy,,5.0,,Negative,Yes,No,Visual,,No,,5.0,High,B
20.0,F,Graduate,30000.0,A,91.0,Low,,Engineering,Public,High,High,Yes,Medium,Medium,Medium,Negative,High,70.0,No,9.0,Balanced,High,4.0,Yes,Positive,Yes,Yes,Kinesthetic,No,Yes,High,5.0,Medium,A
18.0,M,Some College,60000.0,A,96.0,Low,7.0,Arts,Public,Medium,High,Yes,Low,Low,Low,Positive,High,42.0,No,7.0,Balanced,High,5.0,Yes,Positive,Yes,,Auditory,Yes,No,Medium,1.0,High,A
22.0,M,High School,50000.0,A,,Medium,14.0,Business,Private,High,,Yes,Medium,High,Medium,Negative,High,22.0,Yes,8.0,Healthy,Medium,9.0,,Negative,Yes,Yes,Auditory,Yes,,High,3.0,Medium,C
21.0,F,Graduate,30000.0,B,87.0,Medium,16.0,Medicine,Public,Low,High,No,Medium,Low,Low,Neutral,Low,62.0,Yes,4.0,Balanced,High,4.0,No,Positive,No,Yes,Visual,Yes,No,Low,6.0,,C
20.0,M,Some College,50000.0,B,100.0,Medium,8.0,Business,Private,High,Medium,Yes,High,Medium,Low,Positive,Medium,91.0,No,4.0,Healthy,High,10.0,Yes,Negative,No,No,Visual,No,Yes,Low,5.0,High,A
21.0,F,Some College,40000.0,A,85.0,Low,10.0,Business,Public,High,High,,High,Medium,Low,Neutral,High,32.0,No,7.0,Healthy,Medium,6.0,No,Positive,,Yes,Kinesthetic,Yes,No,Medium,,High,B
,M,Graduate,40000.0,A,73.0,High,10.0,Medicine,Public,Medium,Medium,Yes,High,Low,Low,Negative,High,49.0,No,4.0,,Medium,7.0,Yes,Neutral,No,Yes,Auditory,No,No,,6.0,Medium,A
19.0,M,College,75000.0,A,91.0,Low,12.0,Arts,Private,High,,No,Medium,High,,Positive,,58.0,No,6.0,Healthy,High,,Yes,Neutral,Yes,Yes,Auditory,No,No,Low,6.0,Low,C
18.0,F,Some College,30000.0,A,85.0,Low,20.0,Science,Private,High,Medium,Yes,High,Medium,Medium,Positive,Medium,94.0,Yes,9.0,Unhealthy,High,,Yes,Neutral,Yes,Yes,Auditory,No,No,Low,,Low,B
18.0,M,High School,40000.0,C,73.0,Medium,20.0,Arts,,Medium,High,Yes,Low,High,Low,Negative,High,40.0,Yes,9.0,Balanced,Medium,4.0,No,Positive,No,Yes,,No,Yes,Medium,4.0,High,
20.0,F,High School,60000.0,A,74.0,Medium,12.0,Medicine,Private,,Low,No,Low,,Low,Positive,Low,56.0,Yes,6.0,Healthy,,,Yes,Negative,No,Yes,,No,Yes,High,2.0,,A
18.0,F,Graduate,50000.0,A,81.0,Medium,20.0,,Private,Low,High,Yes,Low,Low,High,Neutral,Medium,92.0,No,9.0,,Medium,3.0,No,Positive,Yes,Yes,Visual,,No,Low,2.0,Low,A
22.0,M,Graduate,60000.0,B,77.0,Medium,9.0,Medicine,Private,Low,Medium,No,,Medium,High,Neutral,Medium,,Yes,6.0,Healthy,Medium,2.0,Yes,,No,Yes,Visual,Yes,Yes,High,1.0,Medium,A
18.0,M,Graduate,50000.0,C,82.0,Low,14.0,Business,Public,Medium,High,No,,Low,High,,High,88.0,Yes,8.0,Unhealthy,Medium,3.0,No,Neutral,Yes,Yes,Visual,Yes,Yes,Low,5.0,Medium,C
18.0,F,College,40000.0,B,92.0,High,15.0,,Public,Medium,Low,No,High,Low,Medium,Positive,High,42.0,Yes,9.0,Balanced,High,2.0,Yes,Negative,Yes,Yes,Kinesthetic,No,No,High,5.0,Low,A
22.0,F,Some College,60000.0,B,89.0,,8.0,Science,Public,Low,High,Yes,Medium,Low,Low,Negative,High,96.0,Yes,7.0,Healthy,High,7.0,No,Neutral,No,Yes,Auditory,Yes,No,Low,1.0,High,B
21.0,F,College,50000.0,B,,Medium,,Law,Private,High,High,Yes,Low,Low,Medium,Negative,High,38.0,No,9.0,Balanced,Low,7.0,No,Positive,Yes,No,Visual,Yes,No,Low,,High,A
19.0,M,Graduate,,B,84.0,High,17.0,Science,,Low,Low,Yes,High,Low,,,High,36.0,Yes,8.0,Unhealthy,High,3.0,Yes,Neutral,No,Yes,Kinesthetic,Yes,Yes,Medium,1.0,,C
,F,High School,75000.0,B,80.0,High,9.0,Medicine,Private,Medium,,Yes,Low,High,Low,Neutral,High,34.0,,8.0,Balanced,Low,,Yes,Positive,Yes,Yes,Auditory,No,Yes,Medium,1.0,Low,A
19.0,F,Some College,60000.0,A,95.0,Medium,18.0,Engineering,Private,Low,,Yes,Low,High,High,Positive,Medium,48.0,Yes,7.0,Balanced,Low,7.0,,Neutral,No,No,Visual,No,Yes,Low,4.0,Medium,B
20.0,M,Graduate,30000.0,C,86.0,,9.0,Law,Private,High,,,High,Low,Medium,Neutral,Medium,95.0,Yes,7.0,Healthy,Medium,3.0,Yes,,Yes,No,Visual,Yes,Yes,Medium,2.0,Medium,A
21.0,F,Graduate,,C,98.0,Medium,7.0,Arts,Public,Medium,High,Yes,Low,High,High,,Low,98.0,Yes,5.0,Unhealthy,High,6.0,No,Negative,Yes,No,Auditory,No,No,Medium,3.0,High,B
19.0,M,Some College,60000.0,B,88.0,Medium,18.0,Medicine,Public,Medium,Low,Yes,High,Medium,Medium,Negative,Low,89.0,No,5.0,Unhealthy,Low,,Yes,Negative,,No,Kinesthetic,No,Yes,High,5.0,High,A
20.0,M,High School,30000.0,A,91.0,Low,7.0,,Private,Medium,High,Yes,Low,,Low,Neutral,Low,46.0,No,4.0,Balanced,Medium,,Yes,Negative,No,No,Visual,Yes,No,High,2.0,Medium,C
22.0,F,Graduate,60000.0,C,75.0,,8.0,Law,Public,Low,Low,Yes,Medium,Medium,Medium,Neutral,Medium,99.0,No,9.0,Healthy,Low,3.0,No,Positive,No,Yes,Auditory,,,Medium,2.0,Low,A
,F,College,40000.0,A,94.0,High,12.0,Law,Private,High,,No,Medium,Low,Low,Negative,Medium,49.0,Yes,4.0,Balanced,Medium,5.0,No,Positive,No,Yes,,Yes,No,Low,4.0,Low,B
22.0,M,High School,50000.0,C,86.0,High,5.0,Engineering,Public,Low,,Yes,Medium,Medium,Low,Neutral,,72.0,Yes,8.0,Healthy,High,2.0,No,Negative,No,Yes,Visual,Yes,No,Medium,3.0,High,A
,F,High School,,B,74.0,Low,16.0,Business,Public,Medium,High,No,,,Medium,Negative,,21.0,Yes,,Balanced,Medium,2.0,Yes,Neutral,Yes,Yes,Kinesthetic,,,Low,3.0,Medium,B
18.0,M,Graduate,50000.0,B,99.0,High,14.0,Engineering,Public,Medium,Medium,,Medium,High,Low,Negative,High,29.0,Yes,,Balanced,,10.0,,Positive,No,No,Visual,Yes,No,High,1.0,Medium,C
18.0,M,Graduate,50000.0,B,89.0,,,Engineering,Public,,High,No,Medium,Low,Low,Negative,Medium,54.0,Yes,9.0,Healthy,High,4.0,No,Neutral,No,No,Auditory,,,High,3.0,,B
22.0,M,Some College,40000.0,C,79.0,Medium,5.0,Arts,Public,Low,Medium,Yes,Medium,Medium,High,Positive,Low,32.0,No,,Healthy,Medium,3.0,Yes,Negative,No,Yes,Auditory,Yes,No,Low,3.0,Low,B
18.0,F,Some College,60000.0,B,97.0,Low,18.0,Science,Public,High,Low,Yes,Low,Low,Low,Positive,Medium,92.0,Yes,8.0,Unhealthy,Medium,3.0,,Negative,Yes,Yes,Auditory,Yes,Yes,,1.0,Low,C
21.0,M,Graduate,30000.0,,79.0,Medium,6.0,Business,Private,Medium,Medium,No,Low,,High,Positive,High,83.0,No,5.0,Unhealthy,High,8.0,Yes,Positive,Yes,No,Auditory,Yes,No,,4.0,Low,B
18.0,F,,75000.0,A,83.0,Medium,20.0,Engineering,Public,Low,High,Yes,Low,Low,High,Neutral,Medium,96.0,Yes,4.0,Balanced,High,6.0,Yes,Positive,No,No,Visual,Yes,Yes,Medium,1.0,Medium,C
18.0,M,Graduate,60000.0,A,95.0,High,13.0,,Public,High,Low,No,High,High,High,Neutral,High,56.0,No,,Balanced,High,7.0,No,Negative,No,No,Visual,Yes,No,High,4.0,Medium,C
20.0,,,40000.0,A,75.0,High,16.0,Engineering,Private,High,Medium,No,High,,High,Positive,High,60.0,No,9.0,Unhealthy,Medium,9.0,Yes,Negative,Yes,Yes,,Yes,No,Low,6.0,Medium,B
20.0,F,Some College,75000.0,A,,Medium,16.0,Law,Public,Low,Low,No,Low,Medium,High,Neutral,High,57.0,No,4.0,Balanced,Low,3.0,No,Negative,No,No,Auditory,Yes,No,High,5.0,High,B
22.0,F,,40000.0,C,83.0,,9.0,Law,Public,Medium,Medium,,High,Medium,High,Neutral,Medium,29.0,No,5.0,Unhealthy,Medium,9.0,No,Negative,No,No,Visual,Yes,No,,1.0,Medium,A
22.0,M,High School,50000.0,A,76.0,High,16.0,Business,Public,Medium,Medium,,Medium,Low,Medium,,High,84.0,Yes,,Healthy,Low,,Yes,Neutral,No,Yes,Kinesthetic,No,,High,6.0,High,C
20.0,F,College,30000.0,B,78.0,Low,17.0,Arts,Private,High,,No,Medium,Low,Low,Neutral,High,51.0,No,6.0,Balanced,High,,No,Negative,Yes,No,Kinesthetic,No,No,High,5.0,Medium,
22.0,M,,60000.0,,95.0,Low,16.0,Engineering,Public,Medium,Medium,,High,High,Low,Positive,High,81.0,Yes,7.0,Unhealthy,High,3.0,No,Positive,No,Yes,,Yes,No,Medium,,Low,A
19.0,F,Graduate,30000.0,B,,Low,7.0,Business,Private,Low,Medium,No,High,Low,Low,Negative,Medium,45.0,No,4.0,,High,8.0,No,Positive,Yes,Yes,Auditory,,No,Medium,,Medium,A
22.0,F,,75000.0,,75.0,Medium,6.0,Law,,Medium,Medium,Yes,Medium,High,Low,Positive,Medium,61.0,No,6.0,Unhealthy,High,2.0,No,,No,No,Visual,Yes,No,Medium,1.0,Low,B
21.0,F,College,30000.0,B,94.0,High,10.0,,Public,High,Low,No,Medium,Low,Medium,Negative,Medium,,No,7.0,Unhealthy,Low,7.0,Yes,Negative,,No,Visual,No,No,,5.0,Medium,B
18.0,M,High School,75000.0,B,,High,20.0,,Public,Medium,Low,Yes,High,,High,Negative,Low,84.0,Yes,7.0,Unhealthy,Medium,7.0,No,Negative,Yes,No,Auditory,No,Yes,Medium,2.0,Medium,B
18.0,F,Some College,75000.0,B,96.0,Low,5.0,Medicine,Public,High,High,Yes,High,Low,Medium,Positive,High,50.0,Yes,6.0,Unhealthy,Low,3.0,No,Positive,No,Yes,Kinesthetic,No,No,Low,6.0,Medium,C
21.0,M,Some College,50000.0,C,73.0,High,10.0,Business,Private,Medium,Medium,Yes,Low,High,Medium,,Low,36.0,No,7.0,Balanced,Low,,Yes,Positive,No,No,Auditory,Yes,Yes,Low,2.0,Medium,B
,M,,50000.0,C,92.0,High,17.0,Law,,Low,High,Yes,Medium,Medium,High,,Medium,25.0,No,7.0,Balanced,,5.0,Yes,Negative,No,No,Visual,Yes,Yes,High,2.0,Medium,B
21.0,M,High School,75000.0,C,83.0,High,13.0,Engineering,Public,Medium,Medium,No,Low,,Low,Neutral,High,65.0,No,4.0,,,8.0,Yes,Negative,No,No,Visual,No,Yes,,3.0,Low,A
18.0,,High School,40000.0,C,71.0,Medium,,Science,Public,Low,Low,No,Medium,Medium,High,Neutral,Medium,24.0,Yes,7.0,,High,2.0,Yes,Positive,Yes,Yes,Visual,Yes,Yes,Low,2.0,Low,A
20.0,F,College,75000.0,B,74.0,High,,Engineering,Private,Medium,Medium,Yes,Medium,Low,High,Neutral,,69.0,No,4.0,Healthy,Low,2.0,No,Negative,Yes,No,Auditory,,Yes,Low,2.0,Low,B
19.0,F,Some College,60000.0,B,85.0,Low,9.0,Medicine,Private,High,,Yes,High,Low,Medium,Neutral,Low,69.0,Yes,4.0,Unhealthy,Medium,5.0,No,Neutral,Yes,Yes,Kinesthetic,No,Yes,Low,6.0,Medium,C
21.0,F,College,40000.0,C,91.0,Medium,14.0,Business,Private,High,Low,Yes,,High,High,Negative,Medium,89.0,No,9.0,Balanced,High,7.0,No,Negative,Yes,Yes,Kinesthetic,Yes,No,Medium,2.0,Low,B
18.0,M,High School,,A,90.0,,16.0,Medicine,Public,Medium,High,Yes,High,Medium,,,Low,90.0,No,,Healthy,Low,,No,Positive,,No,Auditory,Yes,,Medium,4.0,,
,M,Graduate,50000.0,A,74.0,High,10.0,Science,Private,Low,Medium,No,High,Medium,,Neutral,High,61.0,Yes,9.0,Balanced,Low,7.0,No,Negative,Yes,,Kinesthetic,Yes,No,High,4.0,High,A
18.0,F,Graduate,50000.0,,80.0,Medium,16.0,Business,Private,Medium,High,Yes,High,Medium,Medium,Negative,High,62.0,No,7.0,Balanced,Medium,3.0,No,Positive,Yes,No,Visual,No,Yes,Medium,1.0,Medium,
22.0,F,Some College,,B,,High,14.0,Engineering,Public,High,,No,Medium,High,,Neutral,High,86.0,No,4.0,Unhealthy,Medium,3.0,Yes,Positive,No,No,Auditory,Yes,No,Low,3.0,,A
18.0,F,,40000.0,C,71.0,Medium,13.0,Business,Public,,Low,Yes,Low,Low,Medium,Neutral,Low,64.0,Yes,5.0,Healthy,,5.0,,Neutral,Yes,,Auditory,Yes,Yes,Low,1.0,Medium,C
,M,High School,50000.0,C,95.0,Low,16.0,Medicine,,Medium,Medium,No,Low,Medium,Medium,Negative,High,66.0,,7.0,Balanced,Medium,7.0,Yes,Neutral,Yes,Yes,Visual,No,,High,3.0,Low,C
22.0,M,Graduate,30000.0,A,97.0,Low,20.0,Medicine,Private,High,High,No,High,Medium,High,Neutral,,23.0,Yes,5.0,Healthy,,2.0,No,Positive,,No,Auditory,No,No,Low,2.0,High,
,M,High School,,B,77.0,Low,5.0,Arts,Public,Low,Low,No,Low,Low,Low,Negative,Low,59.0,Yes,4.0,Unhealthy,,7.0,Yes,Negative,No,Yes,Visual,No,Yes,Low,2.0,Low,A
,M,College,30000.0,B,90.0,Medium,15.0,Arts,Public,Low,Low,No,Medium,Medium,Low,,,67.0,,6.0,Unhealthy,Low,5.0,No,Neutral,Yes,Yes,Kinesthetic,No,Yes,Medium,1.0,High,B
18.0,F,Some College,30000.0,A,89.0,High,9.0,Science,Public,Medium,,Yes,Low,Low,Low,Neutral,Low,42.0,Yes,4.0,Healthy,Medium,4.0,Yes,Negative,Yes,Yes,Visual,Yes,No,Medium,,High,
21.0,F,Graduate,,A,92.0,Low,11.0,Science,Public,Low,Medium,No,Medium,High,Medium,Neutral,High,,Yes,4.0,,High,6.0,Yes,Negative,Yes,Yes,Kinesthetic,No,No,High,2.0,Low,C
21.0,M,Some College,75000.0,C,90.0,Medium,18.0,Science,,High,,No,High,Low,Medium,Negative,High,68.0,Yes,9.0,Unhealthy,Low,2.0,No,Neutral,Yes,No,Visual,Yes,,High,3.0,Medium,C
18.0,F,College,40000.0,A,88.0,Low,6.0,Law,Public,,Medium,Yes,Low,Medium,,Negative,High,33.0,No,6.0,Balanced,Low,4.0,Yes,Positive,,No,,Yes,No,High,3.0,Medium,B
18.0,,Graduate,50000.0,C,79.0,Low,16.0,Engineering,,,Medium,No,Medium,High,Low,Negative,High,,Yes,9.0,Balanced,Low,4.0,Yes,Neutral,Yes,Yes,Auditory,No,Yes,Low,2.0,Low,B
19.0,M,College,40000.0,B,88.0,Medium,,Arts,Public,High,Low,Yes,Medium,Medium,Low,Positive,Low,82.0,Yes,5.0,Healthy,Low,9.0,No,Neutral,Yes,No,Kinesthetic,No,Yes,Low,6.0,Medium,C
18.0,M,College,75000.0,,100.0,Medium,5.0,Business,Public,High,Medium,Yes,Medium,Low,Medium,Neutral,High,46.0,Yes,9.0,,,8.0,Yes,Negative,Yes,No,Auditory,Yes,Yes,High,,High,C
19.0,M,High School,60000.0,B,76.0,Low,11.0,Engineering,,Low,Medium,,High,Medium,Medium,Neutral,Low,54.0,No,7.0,Unhealthy,Low,,,,No,No,,,Yes,High,4.0,Low,B
22.0,F,High School,,C,90.0,Medium,8.0,Engineering,Private,Low,Medium,Yes,High,Medium,High,,Medium,92.0,No,5.0,Unhealthy,High,7.0,No,Neutral,No,No,Visual,Yes,No,Medium,3.0,Medium,B
22.0,,High School,,,100.0,High,,Medicine,Private,High,Low,No,High,Medium,High,Positive,Medium,47.0,Yes,7.0,Healthy,High,4.0,No,Positive,Yes,Yes,Auditory,No,No,,5.0,High,C
19.0,F,College,40000.0,,86.0,Low,5.0,Science,Public,Medium,High,Yes,Low,High,Medium,Positive,Medium,,No,7.0,Unhealthy,Low,4.0,Yes,Positive,Yes,Yes,,Yes,No,High,6.0,Medium,B
21.0,F,High School,50000.0,B,91.0,High,20.0,,,High,Medium,No,High,Low,High,Negative,High,48.0,No,,Balanced,Low,8.0,No,Positive,Yes,No,Kinesthetic,Yes,Yes,Medium,6.0,Low,A
21.0,M,High School,60000.0,B,96.0,,19.0,Science,Public,Medium,High,Yes,Medium,High,High,Negative,High,33.0,,5.0,Unhealthy,Medium,,No,Negative,Yes,Yes,Auditory,No,Yes,Medium,,Low,C
21.0,F,High School,50000.0,A,87.0,Low,17.0,Science,Private,Medium,Medium,No,,High,High,Positive,High,29.0,No,7.0,Unhealthy,High,9.0,No,,No,Yes,Kinesthetic,,Yes,,3.0,Low,A
,M,Some College,30000.0,A,71.0,,18.0,Engineering,Private,Medium,Medium,Yes,,Medium,,Positive,,,No,5.0,Unhealthy,Medium,,Yes,Positive,No,No,Visual,Yes,Yes,Low,2.0,Low,A
18.0,M,College,50000.0,C,91.0,Low,6.0,Arts,Private,Medium,Low,No,High,Low,High,Negative,High,61.0,Yes,9.0,Healthy,Low,3.0,,Neutral,No,,Kinesthetic,Yes,No,Medium,6.0,Low,
20.0,F,Some College,60000.0,B,89.0,Medium,17.0,Medicine,Public,Low,Low,Yes,Medium,Low,High,Negative,High,73.0,Yes,8.0,,,5.0,No,Negative,No,No,Visual,No,No,Medium,3.0,Medium,C
21.0,M,College,40000.0,B,83.0,,5.0,Science,Private,Low,High,No,Medium,Medium,High,Negative,High,87.0,Yes,4.0,Healthy,High,9.0,Yes,Negative,No,Yes,Visual,Yes,,Medium,4.0,High,C
19.0,F,,75000.0,C,98.0,High,12.0,Business,Private,Low,Low,Yes,Low,High,,Negative,Low,97.0,No,9.0,,Medium,,Yes,Positive,Yes,Yes,,No,No,Medium,,Medium,C
21.0,M,,30000.0,C,72.0,Medium,9.0,Law,Private,High,Medium,No,Medium,High,,Positive,Low,79.0,No,7.0,Healthy,Medium,4.0,No,Negative,No,Yes,,Yes,No,High,3.0,Medium,B
20.0,M,College,40000.0,C,92.0,High,8.0,Law,Private,High,High,,Low,Low,Medium,Neutral,Low,27.0,Yes,9.0,Unhealthy,Low,8.0,Yes,Positive,Yes,Yes,Visual,No,Yes,Medium,6.0,Low,C
22.0,M,College,60000.0,A,73.0,Medium,8.0,Medicine,,Medium,Low,No,High,Low,Low,Negative,Low,,No,5.0,Balanced,High,6.0,No,,No,,,No,Yes,,3.0,Medium,C
22.0,F,Some College,,C,74.0,Low,18.0,Arts,Public,Low,Low,No,Low,High,Low,Positive,Low,96.0,Yes,8.0,Unhealthy,Low,5.0,No,Negative,Yes,Yes,Auditory,Yes,No,Low,,Low,C
22.0,M,Graduate,,C,77.0,Medium,20.0,Business,Public,Low,Medium,No,Medium,Medium,Medium,Negative,Low,51.0,Yes,7.0,Healthy,Medium,9.0,,Neutral,No,,Auditory,No,No,High,2.0,High,A
22.0,,Some College,75000.0,A,96.0,Low,10.0,Science,,Medium,High,No,Low,,High,,Medium,75.0,No,8.0,Healthy,Low,6.0,Yes,Neutral,No,Yes,Kinesthetic,Yes,Yes,,5.0,,C
22.0,M,Some College,75000.0,B,88.0,High,19.0,,Public,Medium,Medium,Yes,High,High,High,Negative,Low,25.0,Yes,5.0,,Medium,6.0,No,Positive,Yes,Yes,Auditory,Yes,Yes,High,4.0,High,A
22.0,M,,30000.0,C,88.0,Medium,17.0,Science,Public,High,Medium,Yes,High,,Medium,Neutral,High,22.0,,9.0,Balanced,Low,8.0,Yes,Positive,,No,Auditory,No,Yes,High,1.0,Medium,C
18.0,F,College,,C,81.0,Low,9.0,Business,Private,High,High,Yes,Medium,,Low,Neutral,Medium,63.0,,4.0,Unhealthy,Medium,9.0,,Negative,Yes,Yes,Kinesthetic,Yes,Yes,Medium,4.0,High,C
21.0,F,College,60000.0,B,77.0,High,12.0,Medicine,Private,High,High,,Low,High,Low,Positive,Medium,79.0,,,,High,8.0,No,Positive,No,Yes,Visual,No,Yes,Low,6.0,High,A
21.0,F,Graduate,,B,,Medium,11.0,,Private,Low,Medium,No,Low,High,Medium,,Medium,51.0,Yes,5.0,Balanced,Low,10.0,Yes,Negative,No,Yes,Auditory,No,No,Medium,1.0,Medium,A
21.0,M,High School,50000.0,A,77.0,Medium,,Arts,Private,Low,High,,Medium,High,Medium,Negative,Low,39.0,Yes,5.0,Healthy,High,3.0,,Negative,Yes,Yes,Kinesthetic,No,Yes,Medium,4.0,Medium,A
18.0,M,College,75000.0,C,74.0,Low,13.0,,Private,Medium,Medium,No,Low,Medium,High,Positive,High,59.0,,8.0,Unhealthy,High,,No,Positive,Yes,Yes,Visual,No,Yes,Medium,6.0,Medium,B
20.0,M,Some College,40000.0,A,91.0,Low,16.0,,,High,Medium,Yes,Medium,Medium,Low,Neutral,Medium,91.0,Yes,4.0,Healthy,Low,8.0,No,Positive,No,Yes,Kinesthetic,Yes,No,Low,2.0,Low,C
22.0,M,Graduate,60000.0,B,79.0,Low,10.0,Law,,High,,No,Low,Low,Medium,Positive,Low,65.0,Yes,5.0,Unhealthy,High,6.0,No,Positive,No,No,Auditory,Yes,No,,1.0,Low,C
,F,Graduate,40000.0,B,83.0,Low,19.0,Arts,Public,High,High,Yes,Low,Medium,High,Positive,Medium,61.0,Yes,7.0,,Low,3.0,Yes,Positive,No,Yes,Visual,Yes,Yes,Low,5.0,Medium,B
21.0,M,Graduate,60000.0,B,80.0,Medium,7.0,Business,Public,Low,Medium,Yes,Medium,High,High,Negative,Low,29.0,No,7.0,Balanced,Medium,2.0,No,Positive,No,Yes,Visual,Yes,Yes,High,4.0,Medium,C
19.0,M,Some College,40000.0,B,80.0,,14.0,Law,Public,High,Low,Yes,High,,Medium,Neutral,High,40.0,No,9.0,Unhealthy,Medium,9.0,Yes,Negative,Yes,No,Kinesthetic,,Yes,Medium,6.0,High,C
18.0,F,College,75000.0,C,,Low,,,Public,High,Medium,Yes,High,,Low,Negative,High,59.0,Yes,5.0,Balanced,Low,9.0,Yes,Neutral,Yes,No,Auditory,,Yes,High,3.0,High,C
21.0,M,High School,75000.0,,82.0,High,19.0,Engineering,,Medium,Low,No,,High,Low,Neutral,Medium,87.0,No,7.0,Unhealthy,Low,6.0,Yes,Neutral,,No,Auditory,No,No,High,5.0,Low,C
21.0,F,College,50000.0,B,,Medium,12.0,,Private,High,Low,Yes,,High,Low,,Medium,90.0,Yes,7.0,Healthy,Medium,6.0,No,Negative,No,No,Visual,Yes,No,Medium,2.0,,
19.0,F,College,40000.0,C,87.0,High,11.0,Arts,Private,Low,Low,No,Low,Low,Low,Positive,,46.0,No,8.0,Healthy,Low,4.0,Yes,Neutral,No,,Auditory,No,No,Medium,1.0,,B
,F,Some College,50000.0,B,86.0,Low,14.0,Arts,Public,Medium,Low,No,Low,Medium,,,Medium,40.0,No,6.0,Balanced,High,7.0,No,Neutral,Yes,Yes,Visual,No,No,High,,Low,A
20.0,M,Graduate,60000.0,A,70.0,Medium,19.0,Law,Public,High,Medium,,High,Low,Low,Negative,Medium,81.0,No,8.0,Balanced,High,8.0,Yes,Neutral,Yes,No,Visual,No,Yes,Low,3.0,Medium,B
18.0,F,College,40000.0,A,81.0,Low,9.0,,Public,Low,High,No,Medium,Medium,High,Neutral,High,63.0,Yes,6.0,Balanced,Low,5.0,Yes,Negative,Yes,Yes,Kinesthetic,Yes,Yes,Medium,5.0,Medium,B
21.0,F,Graduate,,C,88.0,Low,10.0,Science,Private,,High,,,Medium,Low,Neutral,Medium,73.0,No,6.0,Balanced,Low,5.0,No,Neutral,Yes,No,Visual,Yes,Yes,,4.0,Medium,C
18.0,M,College,50000.0,C,85.0,Low,10.0,Law,Public,High,Low,No,Medium,Medium,High,Negative,High,,Yes,4.0,Unhealthy,Low,5.0,No,Negative,Yes,No,Kinesthetic,Yes,Yes,Low,4.0,High,A
22.0,M,High School,60000.0,A,75.0,High,18.0,Business,,High,Low,No,,Medium,Medium,Positive,Medium,24.0,Yes,6.0,Unhealthy,Low,3.0,Yes,Negative,Yes,Yes,Visual,No,No,Low,2.0,High,C
19.0,F,College,60000.0,A,78.0,High,20.0,Business,Private,Low,High,No,High,Low,Medium,Negative,High,61.0,Yes,8.0,Balanced,Medium,9.0,No,Negative,Yes,No,Auditory,,No,,2.0,High,B
19.0,F,High School,30000.0,,,High,13.0,Arts,Public,High,High,Yes,Medium,Low,Low,Neutral,,80.0,No,9.0,Healthy,Medium,2.0,No,Negative,Yes,Yes,,No,No,High,3.0,Medium,C
18.0,F,High School,60000.0,B,71.0,High,9.0,Arts,,High,High,Yes,,Medium,Low,Negative,Medium,,No,,Balanced,Medium,8.0,,Positive,No,Yes,Kinesthetic,No,No,Low,4.0,Medium,C
22.0,M,,50000.0,B,79.0,High,17.0,Business,Public,Low,Medium,No,High,High,High,Neutral,,,,5.0,Healthy,Medium,2.0,No,Neutral,,Yes,Auditory,Yes,Yes,Medium,6.0,Low,B
20.0,F,Graduate,40000.0,A,72.0,High,16.0,Law,Public,Low,,Yes,Low,Medium,,Negative,High,24.0,Yes,9.0,Balanced,Medium,2.0,No,Positive,Yes,Yes,Auditory,,Yes,High,4.0,Medium,C
19.0,M,High School,75000.0,B,96.0,Low,18.0,Law,Public,High,High,No,Medium,Low,Low,,High,34.0,Yes,,Healthy,Low,8.0,No,Neutral,No,,Auditory,Yes,Yes,Low,3.0,Medium,C
22.0,,College,,B,82.0,Medium,5.0,Science,Private,Medium,Medium,No,High,Low,Medium,Positive,Medium,36.0,Yes,5.0,Balanced,Medium,10.0,No,Neutral,,No,Kinesthetic,No,Yes,,6.0,,C
19.0,F,Some College,30000.0,C,77.0,High,13.0,Medicine,Public,High,Low,No,High,Low,High,Neutral,Low,,,4.0,Healthy,High,7.0,No,Negative,No,No,Kinesthetic,Yes,Yes,High,6.0,Medium,C
