Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,stream,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
20,F,High School,40000,A,99,Low,16,Business,,High,Low,Yes,Low,Medium,Medium,Negative,Medium,30,No,9,Balanced,Medium,6,No,Negative,No,Yes,Auditory,No,Yes,High,4,Low,C
19,F,College,50000,B,93,Medium,15,Medicine,Public,Medium,Medium,Yes,Medium,Medium,High,Negative,,54,No,7,Unhealthy,High,7,Yes,Negative,Yes,Yes,Auditory,No,Yes,,3,Low,C
22,F,High School,30000,B,95,Medium,5,Engineering,Private,Medium,Low,No,Medium,Low,Low,Negative,Low,90,No,8,Unhealthy,,3,No,Negative,Yes,Yes,Auditory,Yes,Yes,High,2,,C
18,M,College,50000,B,97,Low,11,Medicine,Public,High,Low,Yes,Medium,Low,Low,Negative,Medium,48,Yes,4,Unhealthy,Low,8,No,Neutral,No,No,Kinesthetic,No,No,Medium,,Low,A
21,F,,40000,A,70,Medium,18,Science,Public,Medium,Low,Yes,Low,High,High,,Medium,50,No,4,Healthy,Medium,6,No,Positive,No,No,Auditory,No,Yes,Medium,2,,C
18,M,College,75000,C,91,Low,14,,Public,Low,Medium,No,High,,High,Positive,High,27,,7,Healthy,High,4,,Negative,No,No,Kinesthetic,Yes,Yes,Medium,1,High,C
21,M,College,30000,B,81,Low,18,Arts,Public,Low,Low,No,High,Low,Medium,Neutral,Medium,,No,9,Balanced,Low,,No,Positive,Yes,Yes,Visual,No,No,Medium,1,High,B
20,M,High School,,A,78,Medium,,Arts,Public,Medium,Medium,,Low,High,Medium,Neutral,Low,67,No,6,Healthy,Medium,10,No,Negative,No,Yes,Auditory,No,Yes,Medium,1,Low,B
18,F,Graduate,40000,B,73,High,14,Science,Public,Medium,Medium,No,Medium,Medium,High,Negative,Low,90,No,8,Balanced,Medium,2,Yes,Negative,No,No,Auditory,No,Yes,Medium,4,High,
21,M,,75000,C,73,,5,Medicine,Public,High,Low,Yes,Medium,High,Medium,Positive,High,51,Yes,5,Healthy,Low,3,Yes,Positive,No,No,Auditory,Yes,No,High,2,Medium,C
22,M,College,40000,A,,Medium,,Medicine,Private,,Medium,,Low,Medium,Medium,Positive,Medium,49,No,7,Unhealthy,,9,No,Positive,No,No,Auditory,No,No,,5,Low,C
19,M,High School,60000,A,84,Low,10,Medicine,Private,Low,Low,No,Medium,Medium,Low,Negative,High,84,No,7,Balanced,Medium,8,Yes,,Yes,,Auditory,Yes,No,Low,5,High,B
22,F,Graduate,40000,B,83,,10,Engineering,,,,No,Medium,High,High,Neutral,,50,Yes,8,Unhealthy,Low,4,Yes,Negative,No,No,Auditory,Yes,Yes,Medium,5,High,A
19,,Some College,75000,C,88,Medium,6,Business,Private,Low,High,Yes,,High,Medium,Positive,,,Yes,9,Healthy,High,,Yes,Negative,No,Yes,Auditory,No,Yes,Medium,1,,B
18,M,Graduate,50000,B,73,Low,15,Law,Public,Medium,Low,No,,Low,High,Negative,Low,45,No,,Unhealthy,Low,,Yes,Positive,No,No,Kinesthetic,Yes,Yes,Medium,6,Medium,B
21,M,Some College,40000,B,87,High,7,Arts,Public,Low,,No,Medium,Medium,Low,Negative,High,69,Yes,7,Healthy,High,9,Yes,Neutral,,No,Auditory,Yes,No,,1,Medium,B
20,,Graduate,,A,85,Medium,8,Arts,Public,High,Low,Yes,High,Low,Medium,Positive,Low,86,No,7,,Medium,,No,,Yes,Yes,Auditory,Yes,Yes,Low,4,Medium,A
18,M,Graduate,,C,70,Medium,11,Science,Public,Medium,Low,No,Low,High,Low,Negative,High,,No,6,Balanced,High,8,Yes,Negative,Yes,No,Visual,No,Yes,Low,4,Medium,B
18,F,,50000,A,84,Low,19,Medicine,Public,Medium,Low,No,Low,Low,Medium,Neutral,Low,49,No,9,Healthy,High,2,Yes,Positive,Yes,Yes,Kinesthetic,No,No,Medium,3,High,C
21,M,Some College,30000,A,91,Low,17,Engineering,Public,High,Low,No,,High,Medium,Negative,Low,,No,6,Unhealthy,High,6,Yes,Negative,No,Yes,Visual,Yes,No,Low,1,Medium,A
20,F,Some College,,B,95,,17,Business,Public,Low,High,No,High,High,Medium,Positive,Medium,57,No,5,Healthy,Medium,8,No,Negative,No,No,,,Yes,High,4,Low,C
21,,Some College,50000,C,,Low,16,Engineering,Public,Low,Medium,,High,Medium,Low,Negative,High,,Yes,5,Healthy,Low,4,No,Negative,Yes,No,Visual,No,Yes,High,2,High,B
22,F,High School,40000,C,,High,20,Medicine,Private,,Low,Yes,High,High,Low,,High,77,Yes,9,Healthy,High,,Yes,Negative,Yes,No,Auditory,Yes,No,Low,2,Medium,C
21,F,Some College,50000,,77,Low,17,Science,Public,Low,Low,Yes,Medium,High,Low,Negative,Low,25,No,6,Balanced,Medium,8,No,,,Yes,Visual,,No,Medium,6,High,
18,F,College,40000,B,78,High,11,Law,Private,,Low,Yes,High,Medium,Medium,Negative,High,41,No,7,Unhealthy,Low,7,No,Neutral,Yes,No,Visual,No,No,Medium,,,A
19,,High School,30000,C,,High,13,Engineering,Private,Medium,Low,Yes,High,High,Medium,Neutral,High,,No,4,Healthy,Low,3,,Negative,,Yes,Auditory,No,,Medium,6,High,A
21,F,High School,,A,97,High,12,Law,Public,High,High,Yes,Low,Medium,High,Positive,High,81,,8,Unhealthy,Medium,5,Yes,Positive,Yes,No,Kinesthetic,No,Yes,Low,,Low,A
20,,Graduate,75000,A,95,,8,Science,Public,High,Low,No,Low,High,Low,Neutral,Medium,29,No,9,Unhealthy,Medium,9,,Neutral,No,Yes,Kinesthetic,No,No,Low,4,High,B
18,M,Some College,50000,A,83,High,13,Engineering,Private,Low,High,Yes,High,Low,Low,Positive,,34,Yes,9,,Medium,8,Yes,Positive,,Yes,Kinesthetic,No,Yes,Low,2,Medium,C
22,,Graduate,50000,A,90,,9,Engineering,Private,High,High,No,Medium,Low,High,Negative,Low,75,Yes,,Balanced,,6,Yes,Negative,No,Yes,Visual,Yes,Yes,Low,1,,B
20,F,,50000,C,79,,9,Engineering,Private,Low,High,Yes,Low,High,Low,Negative,Medium,51,Yes,5,Balanced,High,6,Yes,Neutral,Yes,Yes,,Yes,,Low,,High,C
,F,College,75000,C,74,Medium,19,Engineering,Private,High,High,Yes,High,Low,Low,Negative,Medium,59,Yes,7,Unhealthy,Medium,6,Yes,Positive,,No,Kinesthetic,No,,Medium,4,Low,C
20,M,Some College,75000,B,72,High,11,Engineering,Private,High,Low,No,Medium,Medium,Low,Negative,,25,No,9,,Low,4,No,,Yes,No,Kinesthetic,Yes,,Medium,2,High,B
20,F,College,30000,A,83,High,18,Science,,Low,Medium,No,Medium,Medium,High,Positive,High,35,Yes,4,Balanced,Medium,2,Yes,,Yes,No,Kinesthetic,No,Yes,Low,3,Medium,A
20,M,Graduate,50000,A,97,Medium,13,Medicine,Private,Low,Medium,,Medium,High,High,Positive,Low,26,No,6,Balanced,High,9,Yes,Positive,Yes,No,,Yes,No,Medium,4,High,C
22,F,College,30000,A,80,,17,Engineering,Public,High,Medium,No,High,,High,Negative,High,28,Yes,6,Unhealthy,Low,10,No,Positive,,No,Auditory,Yes,No,Low,5,Low,B
20,F,Graduate,75000,,93,Low,7,Medicine,Public,Low,High,No,High,Low,High,Positive,High,94,Yes,8,Balanced,Medium,2,No,Positive,Yes,No,Visual,No,No,Medium,5,Medium,
18,M,College,50000,B,75,Low,,Medicine,Private,Medium,High,Yes,,Low,Low,Negative,High,60,Yes,9,Healthy,Low,7,Yes,Neutral,No,Yes,Visual,No,,Medium,,High,B
20,F,Some College,40000,,97,Medium,19,,Public,High,High,Yes,Medium,Low,High,,Medium,93,Yes,5,Healthy,High,2,No,Negative,No,Yes,Visual,Yes,Yes,High,1,Medium,A
22,F,,75000,B,,High,11,Medicine,Private,High,Low,No,Low,Low,Medium,Neutral,Medium,63,Yes,4,Unhealthy,High,8,Yes,Negative,Yes,No,Visual,Yes,Yes,High,3,Low,B
19,F,Graduate,40000,A,82,Low,18,Arts,Public,Low,Low,No,,Medium,High,Positive,Low,92,No,9,Balanced,,10,No,Positive,No,Yes,Visual,Yes,Yes,Low,1,High,A
21,F,,40000,A,84,High,20,Science,Private,High,High,No,High,Medium,Low,Neutral,High,69,,5,Balanced,,3,Yes,Positive,,No,Kinesthetic,No,No,High,2,,A
22,,,30000,A,81,High,14,Arts,Public,Low,High,Yes,Low,Medium,High,Positive,Medium,44,Yes,,Healthy,Medium,5,Yes,Positive,Yes,No,Auditory,No,Yes,Medium,1,Low,C
22,M,Graduate,60000,A,83,High,,Law,Private,High,High,Yes,Low,Low,Medium,Neutral,Medium,,Yes,7,Unhealthy,Low,5,Yes,Negative,Yes,No,Auditory,,No,High,4,,
18,M,High School,50000,A,,Medium,20,Engineering,Public,Low,Medium,Yes,Low,,Low,Negative,Medium,70,Yes,,,High,10,,Positive,Yes,Yes,Auditory,No,Yes,High,,Low,B
21,F,Graduate,75000,C,82,High,19,Law,Public,Medium,Low,No,Medium,High,Medium,Positive,Medium,38,No,9,Healthy,High,10,Yes,Positive,,Yes,,,No,High,1,Medium,B
19,F,College,30000,A,71,Medium,,Engineering,Public,High,Medium,Yes,Medium,High,Medium,,Low,22,No,8,Balanced,High,5,No,Negative,No,Yes,Kinesthetic,Yes,No,Low,5,Medium,C
22,F,College,60000,,85,Medium,11,Science,Private,Low,High,Yes,High,Low,Medium,Negative,Medium,69,Yes,,Unhealthy,Low,,Yes,Negative,Yes,Yes,Kinesthetic,No,,High,2,High,A
21,M,Graduate,75000,A,97,Low,8,Engineering,Public,Low,High,Yes,High,Medium,High,Negative,Low,94,No,7,Healthy,High,8,Yes,Positive,Yes,No,Auditory,No,No,High,1,Low,C
19,M,College,60000,,99,Medium,5,Arts,Public,Medium,High,Yes,Low,Medium,Low,Positive,High,77,No,4,Balanced,Low,8,Yes,,Yes,Yes,Auditory,No,Yes,High,2,High,A
18,,Some College,60000,C,88,Medium,7,,Private,Medium,High,Yes,Medium,Medium,,Negative,,49,No,9,Healthy,Low,9,No,,Yes,Yes,Kinesthetic,Yes,Yes,High,3,Low,A
21,M,Graduate,30000,A,97,Medium,11,Business,Private,High,Medium,Yes,High,Low,Low,Negative,Low,72,,4,Unhealthy,High,8,,Neutral,No,Yes,Auditory,No,No,Medium,2,Medium,A
18,F,Some College,60000,C,99,Medium,6,Law,Private,Low,Low,Yes,Low,Low,High,Neutral,Low,,Yes,7,Healthy,Medium,9,No,Negative,Yes,No,Kinesthetic,Yes,Yes,Medium,1,Medium,A
18,M,College,60000,C,85,Low,16,,Public,Low,Medium,No,,Medium,Medium,,High,,Yes,5,Healthy,Low,10,No,Negative,Yes,No,Visual,Yes,Yes,High,3,Low,B
,F,Graduate,40000,A,71,,9,Law,,Medium,Medium,Yes,Medium,High,Medium,,High,84,No,7,Unhealthy,Medium,2,No,Positive,,No,Visual,No,Yes,Medium,,Low,B
20,M,Some College,50000,B,98,Medium,5,Law,Private,High,High,Yes,,Medium,Medium,Positive,Low,89,No,,Unhealthy,High,5,No,Positive,No,Yes,Auditory,No,Yes,High,,,A
21,M,Graduate,30000,C,87,Medium,20,,Public,High,Low,,High,Low,High,Neutral,High,79,Yes,9,Balanced,Medium,4,No,Neutral,Yes,No,Kinesthetic,No,No,Low,5,High,C
18,,Graduate,30000,B,71,Low,15,,Public,,,,Low,High,Low,Neutral,High,32,Yes,7,Balanced,High,7,Yes,Negative,No,Yes,Kinesthetic,No,No,High,2,Medium,C
18,F,Some College,,C,97,Medium,19,Engineering,Private,Low,High,,Medium,Low,Medium,Positive,,44,No,4,Healthy,High,5,Yes,Positive,No,No,Kinesthetic,Yes,Yes,Medium,2,High,A
18,F,,75000,C,99,Low,7,Science,Public,,Low,No,Low,Low,High,Positive,Medium,,No,4,Balanced,High,6,Yes,,Yes,No,Auditory,,No,Low,3,Medium,
18,F,High School,75000,A,72,Medium,19,Law,Public,Low,High,No,Low,Medium,Medium,Negative,High,87,No,4,Unhealthy,Low,9,No,Negative,Yes,No,,Yes,No,Medium,5,High,A
,M,College,60000,B,93,High,9,,Private,Low,Medium,Yes,,Medium,Medium,Negative,,,No,8,Unhealthy,Low,3,No,,Yes,No,Auditory,Yes,Yes,Low,2,Low,A
22,F,College,40000,B,72,Medium,8,,Public,Low,High,,Low,Medium,High,Positive,High,62,No,6,Healthy,Medium,8,,Positive,No,,Kinesthetic,Yes,Yes,Low,3,Medium,B
19,F,Graduate,50000,A,93,,5,Medicine,Private,Low,High,No,Medium,High,Medium,Positive,High,74,,9,Unhealthy,Low,10,Yes,Positive,Yes,,Auditory,,No,High,4,Low,B
22,M,High School,60000,A,,Medium,12,Science,Public,Low,Low,No,,Medium,High,Positive,Low,36,Yes,5,Unhealthy,High,8,,Positive,No,Yes,Auditory,Yes,Yes,,2,Low,A
20,F,College,50000,C,85,High,19,Business,Public,,Low,No,High,Low,Medium,Positive,High,80,No,9,Healthy,Low,,,Negative,Yes,,,Yes,Yes,High,1,High,B
20,F,,,A,83,,15,Business,Public,Medium,High,No,Low,High,High,Positive,Medium,,Yes,4,,Medium,,No,Neutral,Yes,No,Auditory,Yes,No,High,4,High,A
21,F,High School,75000,C,83,High,19,Medicine,Private,Medium,Low,,Medium,Low,Medium,Neutral,High,31,,5,Balanced,High,5,No,Negative,Yes,No,Kinesthetic,Yes,No,High,2,Medium,B
,M,College,60000,B,88,,16,Arts,Public,High,Medium,,High,Low,Medium,Neutral,High,32,,6,Healthy,High,8,No,Neutral,Yes,Yes,Auditory,No,Yes,Medium,2,Medium,C
21,,Graduate,30000,A,82,Medium,8,Business,,High,Medium,Yes,Low,Medium,Medium,Neutral,High,62,Yes,6,Balanced,Medium,6,No,,No,No,Visual,No,No,High,4,Low,C
21,M,College,30000,C,92,High,14,Business,Private,High,,No,High,High,,Positive,High,39,No,7,Healthy,High,7,No,Negative,No,No,Visual,Yes,Yes,High,4,Low,
20,F,Some College,60000,,88,Low,17,Law,Private,Low,Medium,No,Low,Medium,Medium,Negative,Medium,49,Yes,7,Unhealthy,,10,Yes,Positive,No,No,Auditory,Yes,No,Low,3,High,A
21,M,,40000,B,94,Low,5,,Private,Low,High,No,High,Medium,Low,Positive,Medium,52,No,9,Healthy,Low,10,,Positive,Yes,,Kinesthetic,No,No,Medium,1,High,C
18,F,Graduate,50000,B,,Medium,16,,Private,Medium,High,Yes,High,High,Medium,Neutral,High,100,Yes,7,Balanced,High,7,Yes,Positive,,No,Visual,Yes,No,Low,4,Low,A
18,F,Some College,30000,,72,Medium,9,Science,Public,,Low,No,Medium,Medium,High,Positive,,26,,9,Unhealthy,Medium,,No,Neutral,No,No,Visual,Yes,Yes,Medium,2,Low,
19,F,College,40000,A,79,High,,Medicine,Private,Low,Medium,No,Low,Medium,High,,High,44,No,8,,Low,9,Yes,,Yes,No,Visual,Yes,No,High,4,Medium,B
18,M,Some College,50000,C,85,Low,6,Medicine,,Low,High,No,Low,Low,Low,Neutral,,30,Yes,9,Balanced,Low,7,No,Neutral,No,No,Auditory,Yes,,Low,1,,A
20,,,40000,B,98,,,Law,Private,Low,High,,Low,Low,High,Negative,High,35,No,6,Unhealthy,Medium,4,,Negative,Yes,Yes,Auditory,No,Yes,Low,1,Medium,
22,M,Some College,50000,C,76,High,9,Law,Public,Low,Medium,,High,Low,Low,Positive,Medium,21,Yes,,,Low,,,Positive,Yes,Yes,Visual,Yes,No,Medium,,Medium,A
22,M,High School,50000,C,77,Medium,,Science,Private,Low,High,No,High,High,High,Positive,High,92,No,5,Balanced,Low,7,Yes,Negative,No,Yes,Kinesthetic,No,No,High,3,Medium,C
22,M,Graduate,50000,C,94,Low,10,,Private,Medium,Medium,No,High,Medium,,Negative,Low,27,No,7,Unhealthy,Medium,,Yes,Neutral,Yes,No,,Yes,No,High,2,High,A
,M,High School,40000,B,84,High,15,Law,Public,Low,Medium,No,,Medium,Medium,Neutral,Low,85,Yes,4,Balanced,Medium,6,No,Negative,Yes,No,,,Yes,Medium,3,High,C
22,,Some College,75000,B,81,High,15,Medicine,Public,High,Medium,No,Medium,High,,Negative,Medium,68,No,7,Healthy,Medium,9,Yes,Positive,No,Yes,Auditory,No,Yes,High,3,High,C
21,M,,40000,C,79,High,11,Science,Private,High,Medium,No,High,High,,Positive,Low,66,Yes,9,Balanced,High,8,No,Neutral,No,No,Auditory,No,Yes,,5,High,A
22,M,Some College,50000,A,85,Medium,15,Arts,Private,High,High,No,Low,Low,Medium,Positive,Low,,No,9,Healthy,Medium,8,Yes,Negative,Yes,,Kinesthetic,Yes,Yes,Low,5,,A
19,F,High School,40000,A,86,High,6,Science,Private,High,Low,,Medium,Medium,Medium,Neutral,Low,67,Yes,6,Unhealthy,High,10,,Neutral,Yes,,Auditory,Yes,,Low,6,Low,B
19,M,,30000,C,80,Medium,16,,Private,Low,Medium,No,Low,,Medium,Negative,Low,,No,7,Healthy,High,4,No,Negative,Yes,Yes,Visual,,No,High,6,Low,A
19,M,College,60000,C,91,Low,5,Arts,Public,Low,High,Yes,,Medium,Medium,Positive,High,24,No,5,Balanced,Low,6,No,Negative,Yes,,Auditory,,Yes,High,2,Medium,A
,F,Graduate,30000,A,84,Medium,16,Business,Public,Medium,Low,Yes,High,High,Medium,Neutral,High,81,Yes,,Unhealthy,Medium,2,Yes,Negative,No,No,Auditory,Yes,No,,4,High,A
19,M,,75000,,74,Low,12,Science,Private,High,,Yes,Low,Low,Medium,Negative,,84,Yes,,Healthy,,5,No,Positive,No,No,Auditory,No,No,Medium,2,Medium,A
,M,,30000,A,71,Medium,17,Medicine,Private,Low,High,Yes,Low,High,Medium,Neutral,,55,No,7,Unhealthy,Medium,3,Yes,Positive,Yes,Yes,Kinesthetic,Yes,,High,4,,C
21,M,,30000,A,83,Low,15,Business,Public,High,High,,Low,Medium,Medium,Negative,High,23,No,9,Healthy,Medium,2,No,Neutral,No,No,Kinesthetic,No,,High,4,Low,A
20,M,Graduate,75000,C,93,Low,6,Arts,Public,High,Medium,Yes,Medium,Medium,Medium,Negative,Medium,28,Yes,6,Unhealthy,High,5,No,Negative,Yes,Yes,Visual,No,No,High,1,High,A
21,F,High School,60000,,79,Medium,12,Business,,Low,,Yes,Low,High,High,Neutral,Medium,100,,4,,Low,8,No,Negative,No,No,,No,Yes,High,3,,C
19,F,,,,100,Medium,5,Science,Private,,Medium,No,High,Low,Medium,Neutral,Medium,36,No,7,Healthy,Low,10,No,Positive,,No,Kinesthetic,Yes,Yes,Low,3,Low,B
20,M,Graduate,40000,C,88,Low,11,Science,Public,High,Low,Yes,,Medium,Low,Negative,Low,80,Yes,,Balanced,Low,,No,Positive,Yes,No,Kinesthetic,Yes,No,Medium,2,Medium,C
20,M,Graduate,60000,C,84,,5,Medicine,Public,High,Medium,Yes,High,Low,Low,Positive,High,35,Yes,6,Balanced,Low,6,Yes,Positive,,No,Auditory,No,Yes,Low,,High,C
19,M,Some College,75000,A,93,,13,,Public,Low,Medium,No,High,Low,High,Neutral,Medium,47,Yes,9,Unhealthy,High,5,Yes,Negative,No,No,,No,No,High,5,Low,B
19,M,Graduate,30000,B,98,Low,11,Arts,Public,Low,Low,Yes,High,Low,Low,Negative,High,46,No,5,Unhealthy,Low,,No,,No,Yes,Kinesthetic,Yes,No,Low,6,Medium,
,M,Some College,40000,B,73,Low,20,Arts,Public,Low,Medium,No,High,Medium,High,Neutral,Medium,,Yes,9,Healthy,High,4,Yes,,No,No,Kinesthetic,No,Yes,Medium,,High,
20,M,College,60000,C,98,Medium,11,Science,Private,Low,,No,High,Low,High,Neutral,High,41,,9,Unhealthy,High,9,,Neutral,No,No,Visual,Yes,No,High,3,High,C
22,M,College,30000,B,75,Medium,6,Science,Private,Low,Medium,No,Low,Low,Medium,Neutral,Low,60,No,6,Balanced,Medium,10,No,Positive,No,No,,No,No,High,2,Low,A
,F,Some College,75000,A,93,Low,14,Business,,High,Medium,No,High,High,Medium,Neutral,Low,96,Yes,8,,Medium,3,No,Negative,Yes,Yes,Auditory,,No,High,5,High,B
21,F,Graduate,40000,C,97,,10,Science,,High,Medium,No,Low,Low,High,Neutral,Medium,41,Yes,,Unhealthy,High,4,No,Negative,Yes,Yes,Kinesthetic,No,Yes,Low,6,Medium,A
21,M,Some College,30000,C,,Low,7,Medicine,,Medium,High,,Medium,Medium,,Neutral,Low,58,Yes,4,Healthy,Medium,7,Yes,Positive,,Yes,Auditory,Yes,,Medium,3,High,B
19,F,,60000,A,74,Low,8,,Private,High,Medium,Yes,Low,,Medium,Neutral,High,24,No,9,Balanced,High,6,No,Positive,Yes,No,Visual,No,No,High,4,Medium,A
22,M,Some College,30000,C,95,Low,5,,Private,Low,Medium,Yes,Low,Low,Low,Negative,Medium,52,No,,Healthy,Medium,6,Yes,Neutral,No,Yes,Auditory,No,,Medium,1,Low,A
19,M,Some College,40000,C,72,,13,Arts,Public,Medium,Low,No,Medium,,Medium,Positive,Medium,,Yes,8,Healthy,Medium,,No,Neutral,No,No,Visual,Yes,No,High,4,,A
21,F,High School,75000,C,86,High,,Engineering,Public,Medium,High,No,Medium,Low,High,Negative,Low,98,No,6,,Low,5,No,Positive,Yes,No,Visual,Yes,No,Low,5,Medium,A
18,M,,50000,B,75,,13,Medicine,,Low,High,Yes,Low,,High,Neutral,Low,68,,4,Unhealthy,Medium,3,No,Neutral,Yes,No,,Yes,Yes,Medium,4,Medium,C
21,,Graduate,60000,A,,High,16,Engineering,Private,Medium,High,Yes,Medium,Medium,High,Negative,Medium,24,Yes,5,Healthy,High,5,No,Positive,No,No,Kinesthetic,,No,High,,Low,A
21,F,,75000,B,79,Medium,20,,Public,High,High,Yes,Medium,Medium,Medium,Positive,Medium,58,No,6,Unhealthy,Medium,2,No,Positive,Yes,Yes,Auditory,No,No,Medium,5,Medium,A
22,M,,75000,C,74,Medium,,Arts,Private,Medium,Low,Yes,Low,High,High,Neutral,Low,93,No,9,Unhealthy,Low,5,Yes,Positive,Yes,Yes,Kinesthetic,No,Yes,High,5,Low,C
19,F,Some College,60000,B,87,Medium,15,Law,Private,Medium,Low,Yes,Medium,,Low,Neutral,Medium,74,No,4,,,2,No,Negative,Yes,Yes,,,No,Medium,,Medium,
19,F,Graduate,40000,C,72,High,16,Medicine,Public,High,,No,High,High,Medium,Neutral,Low,89,No,5,Unhealthy,High,9,No,Positive,Yes,Yes,,,No,High,6,Low,
20,,College,60000,C,100,Medium,,Science,Public,Medium,Low,Yes,Low,High,Medium,Neutral,,26,No,7,,Low,10,Yes,Positive,Yes,Yes,Visual,No,Yes,Medium,2,High,C
22,M,High School,50000,C,79,Low,12,Law,,Medium,High,No,Low,High,High,Negative,Low,38,No,8,Balanced,High,6,No,Negative,Yes,No,Kinesthetic,,Yes,High,1,High,B
19,,High School,30000,C,91,Medium,13,Science,Public,Medium,High,Yes,Medium,Medium,Medium,,Low,59,,,Balanced,Low,4,No,Positive,No,No,,Yes,,Medium,4,,A
20,M,High School,30000,A,94,Low,5,Engineering,Public,Low,High,Yes,Medium,Medium,Low,Neutral,High,66,Yes,6,Healthy,Medium,7,No,Negative,Yes,No,,Yes,Yes,Low,,Low,C
18,M,College,50000,B,75,High,9,Science,Private,Medium,Low,No,High,Medium,,,Low,51,Yes,8,Unhealthy,High,5,Yes,Negative,No,No,Auditory,No,,Low,2,Medium,C
19,M,College,75000,B,79,Low,6,Engineering,Public,Low,Low,Yes,Low,Low,Medium,Positive,High,,No,4,Healthy,Medium,5,No,Positive,Yes,Yes,Auditory,,Yes,Medium,5,Medium,B
22,,High School,,C,71,,7,Science,Private,Low,Low,No,High,Medium,Low,Positive,Low,39,No,6,Balanced,High,8,Yes,Negative,Yes,No,Visual,Yes,No,Low,4,Medium,C
21,,High School,30000,A,79,Medium,9,Engineering,,Medium,Medium,,High,Medium,Low,,Low,60,No,8,Healthy,Medium,3,Yes,Positive,Yes,No,Visual,No,Yes,Medium,1,Medium,C
21,M,High School,75000,C,81,Medium,13,Arts,Public,High,Medium,Yes,High,High,High,Positive,Low,67,No,5,Balanced,High,2,No,Positive,Yes,No,Visual,No,No,Low,,Medium,A
18,F,College,,A,71,High,17,Arts,Private,Medium,Medium,No,Low,High,,Positive,High,89,No,5,Unhealthy,Low,8,Yes,Neutral,No,No,Kinesthetic,Yes,No,High,2,Low,C
19,M,Graduate,50000,A,95,High,14,Medicine,Private,Low,Medium,Yes,Low,Medium,Low,Neutral,Low,86,No,5,Balanced,High,7,Yes,Neutral,Yes,Yes,Visual,Yes,Yes,Medium,1,Low,B
21,F,College,50000,A,71,Low,13,Business,Private,Medium,Medium,Yes,Low,Low,High,Negative,Low,63,No,5,Balanced,Low,10,No,Negative,No,Yes,,Yes,Yes,Low,3,Low,A
21,M,Some College,75000,B,87,Low,5,Law,Private,Medium,High,Yes,High,High,High,Negative,Low,66,Yes,5,Unhealthy,,,No,,Yes,Yes,Visual,Yes,No,High,1,High,B
19,M,Some College,50000,B,95,Medium,13,Medicine,Public,Medium,Medium,No,High,Medium,Medium,Neutral,,39,No,5,Unhealthy,Medium,6,,Neutral,No,Yes,Kinesthetic,No,Yes,Low,5,High,B
21,F,Graduate,75000,B,70,Medium,5,Business,Private,Low,Medium,No,Medium,Low,High,Positive,Low,,No,4,Healthy,Low,6,No,Neutral,Yes,,Auditory,No,No,High,4,High,B
20,F,High School,30000,B,71,High,6,Business,Public,High,High,Yes,Low,Medium,Medium,Negative,High,96,No,8,Unhealthy,Medium,8,No,Negative,No,Yes,Visual,Yes,Yes,Low,4,,B
22,F,Some College,,A,70,High,19,Arts,Private,Low,,No,High,Low,Low,Neutral,Low,71,Yes,6,Healthy,Low,3,,,No,Yes,Visual,,No,Medium,4,High,B
20,M,Some College,30000,B,78,Medium,8,Engineering,Public,Medium,High,Yes,High,High,Low,Negative,Medium,31,,5,Unhealthy,Medium,3,Yes,Neutral,No,No,Visual,Yes,No,Low,3,Medium,C
,M,Graduate,40000,B,79,Medium,7,Engineering,Private,Medium,High,,Medium,Medium,High,,Medium,69,Yes,5,Healthy,Low,,No,,,Yes,Kinesthetic,Yes,No,Low,,Medium,A
22,M,High School,60000,C,92,Low,12,Medicine,Public,Medium,High,No,Low,High,High,Negative,Medium,,Yes,8,Balanced,High,4,No,Negative,Yes,No,Visual,Yes,,Low,3,Medium,A
22,F,High School,75000,B,76,High,18,Arts,Private,Medium,,No,Low,Low,High,Positive,Medium,58,Yes,6,Unhealthy,Medium,3,Yes,Neutral,No,,Visual,No,Yes,Medium,5,Medium,C
20,F,High School,50000,A,,High,19,Medicine,,Medium,Low,No,Low,High,High,Negative,High,64,No,,Healthy,Low,8,Yes,Positive,No,Yes,Auditory,Yes,Yes,Medium,,Medium,C
22,F,Graduate,30000,B,89,Medium,15,Law,Private,Low,Medium,No,High,High,Low,Neutral,High,88,Yes,4,Healthy,Low,10,No,Negative,Yes,No,,Yes,No,High,6,High,C
18,F,High School,75000,A,82,Low,19,Business,Public,Medium,Medium,,High,Medium,Low,Neutral,Medium,45,Yes,8,Unhealthy,Medium,,Yes,Negative,,No,Auditory,No,No,Low,4,Low,A
22,F,Some College,40000,C,96,High,18,Law,Public,Medium,Low,No,Medium,,Low,Negative,High,46,Yes,5,Unhealthy,High,10,Yes,Negative,No,No,Kinesthetic,Yes,Yes,Low,3,High,A
19,F,Graduate,40000,B,85,High,18,Medicine,,Low,Medium,Yes,Medium,High,,Negative,Low,44,No,5,Healthy,Low,8,No,Negative,No,,Auditory,,No,Low,4,High,B
